Variant ID,Variant,Pack,Bottle Volume,Category ID,Category Name,Manufacturer ID,Manufacturer Name
17956,Evan Williams Black,12,750,1,Whiskey,259,Heaven Hill Brands
57174,Chi-Chi'S Skinny Margarita,6,1750,9,Ready-to-Drink/Cocktails,421,Sazerac Company  Inc
37880,Seagrams Extra Smooth Vodka,24,200,4,Vodka,255,Infinium Spirits
35914,Five O'Clock Vodka,24,375,4,Vodka,297,Laird & Company
10834,Crown Royal Black,24,375,1,Whiskey,260,Diageo Americas
37993,Smirnoff 80Prf,48,200,4,Vodka,260,Diageo Americas
1400,Crown Royal W/2 Glasses,6,750,5,Other,260,Diageo Americas
56196,Paul Masson Peach Grande Amber Brandy,12,750,11,Brandy,421,Sazerac Company  Inc
29568,Burnetts Gin London Dry,6,1750,7,Gin,259,Heaven Hill Brands
84152,99 Oranges Mini,10,50,8,Schnapps,421,Sazerac Company  Inc
77632,Smirnoff Blueberry,12,750,4,Vodka,260,Diageo Americas
87194,818 Blanco Tequila,6,750,3,Tequila & Mezcal,305,Mhw Ltd
42703,Malibu Pineapple,12,750,2,Rum,370,Pernod Ricard Usa
37465,Mullets,12,1000,4,Vodka,229,Dehner Distillery
46367,Seven Penny Deuce Rum,6,750,2,Rum,325,Lonely Oak Distillery
63319,On The Rocks Cocktails Effen Cosmopolitan,12,375,9,Ready-to-Drink/Cocktails,65,Jim Beam Brands
69636,Dr Mcgillicuddys Cherry,12,750,8,Schnapps,421,Sazerac Company  Inc
40152,Deep Eddy Cranberry,12,750,4,Vodka,259,Heaven Hill Brands
87043,Ole Smoky Peanut Butter Whiskey,6,750,1,Whiskey,346,Ole Smoky Distillery Llc
77900,Smirnoff Sours Berry Lemon,12,750,4,Vodka,260,Diageo Americas
86493,Ballotin Peanut Butter Chocolate Whiskey,6,750,1,Whiskey,454,Saloon Spirits Llc
18351,Four Roses Bourbon,6,1750,1,Whiskey,830,Kirin Beer & Spirits Of America Inc / Four Roses Distillery
63131,On The Rocks Cocktails Cruzan Daiquiri,12,375,9,Ready-to-Drink/Cocktails,65,Jim Beam Brands
101548,Tres Generaciones Anejo W/ Glasses,3,750,5,Other,65,Jim Beam Brands
10625,Canadian Club Whisky Pet,12,750,1,Whiskey,65,Jim Beam Brands
101764,Jameson Orange W/ 2 Soda Cans,6,750,5,Other,370,Pernod Ricard Usa
101046,Fireball Cinnamon Whiskey Party Cooler,6,50,1,Whiskey,421,Sazerac Company  Inc
34436,Grey Goose L'Orange,6,750,4,Vodka,35,Bacardi Usa Inc
69637,Dr Mcgillicuddys Cherry,12,1000,8,Schnapps,421,Sazerac Company  Inc
81406,Thunder 101 Peppermint Schnapps,12,750,8,Schnapps,434,Luxco Inc
34051,Absolut Raspberri,12,1000,4,Vodka,370,Pernod Ricard Usa
89339,Herradura Reposado,6,750,3,Tequila & Mezcal,85,Brown Forman Corp.
27171,Minor Case Straight Rye,6,750,1,Whiskey,434,Luxco Inc
58877,Jose Cuervo Golden Strawberry Margarita,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
34871,Stolichnaya Razberi,12,1000,4,Vodka,277,Stoli Group
80130,Ezra Brooks Bourbon Cream,12,750,6,Liqueur,434,Luxco Inc
41320,Burnetts Watermelon,12,750,4,Vodka,259,Heaven Hill Brands
88118,Milagro Silver,6,1750,3,Tequila & Mezcal,240,William Grant & Sons Inc
43035,Bacardi Gold Pet,12,750,2,Rum,35,Bacardi Usa Inc
86019,Black Velvet Peach Canadian Whiskey,6,1750,1,Whiskey,259,Heaven Hill Brands
43426,Don Q Cristal,12,750,2,Rum,451,Serralles Usa
33661,Svedka Strawberry Lemonade Mini,10,50,4,Vodka,115,Constellation Brands Inc
25607,Seagrams 7 Crown,12,1000,1,Whiskey,260,Diageo Americas
84307,Mr Boston Peach,12,1000,8,Schnapps,421,Sazerac Company  Inc
65253,Jagermeister Liqueur,48,200,6,Liqueur,192,"Mast-Jagermeister Us, Inc"
82605,Dekuyper Sour Apple Pucker Pet,12,750,8,Schnapps,65,Jim Beam Brands
40193,New Amsterdam Pineapple,12,750,4,Vodka,205,E & J Gallo Winery
15526,Bushmills Black Bush Irish Whiskey,12,750,1,Whiskey,395,Proximo
55086,Paramount Blackberry Brandy,12,750,11,Brandy,434,Luxco Inc
80024,Blue Chair Bay Banana Rum Cream,12,750,2,Rum,305,Mhw Ltd
86025,Century Farms American Classic,12,750,10,Spirits,594,"American Heritage Distillers, Llc / Century Farms Distillery"
79026,Arrow Creme De Menthe Green,12,750,6,Liqueur,434,Luxco Inc
57371,Bulleit Old Fashioned Cocktail,12,750,9,Ready-to-Drink/Cocktails,260,Diageo Americas
84456,Paramount Peach Schnapps,12,750,8,Schnapps,434,Luxco Inc
43299,Captain Morgan Coconut,12,750,2,Rum,260,Diageo Americas
43076,Admiral Nelson Coconut,12,750,2,Rum,259,Heaven Hill Brands
5486,Macallan 12Yr,12,750,10,Spirits,266,Edrington Group Usa Llc
73748,Evan Williams Peach,12,750,6,Liqueur,259,Heaven Hill Brands
19063,Jim Beam,48,200,1,Whiskey,65,Jim Beam Brands
80239,Iowish Cream Salted Caramel,6,750,6,Liqueur,306,Mississippi River Distilling Company Llc
58860,Jose Cuervo Authentic Mango Margarita,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
27479,Cody Road Bourbon,6,750,1,Whiskey,306,Mississippi River Distilling Company Llc
37259,Gotcha Vodka,6,1750,4,Vodka,229,Dehner Distillery
87647,Exotico Blanco,12,1000,3,Tequila & Mezcal,434,Luxco Inc
35628,Pinnacle Whipped,6,1750,4,Vodka,65,Jim Beam Brands
68049,Baileys Vanilla Cinnamon,12,750,6,Liqueur,260,Diageo Americas
100220,Twisted Shotz Traditional Party Pack 3.0,1,2250,9,Ready-to-Drink/Cocktails,305,Mhw Ltd
17092,Bulleit Bourbon Barrel Strength,6,750,1,Whiskey,260,Diageo Americas
86544,Ole Smoky Salty Caramel Whiskey Mini,4,50,1,Whiskey,346,Ole Smoky Distillery Llc
35435,Svedka 80Prf Pet,12,750,4,Vodka,115,Constellation Brands Inc
80574,Arrow Peppermint Schnapps,24,375,8,Schnapps,434,Luxco Inc
88540,Hornitos Lime Shot,12,750,3,Tequila & Mezcal,65,Jim Beam Brands
72911,Captain Morgan Orange Vanilla Twist,12,750,2,Rum,260,Diageo Americas
73755,E & J Apple,12,750,11,Brandy,205,E & J Gallo Winery
41848,Everclear 151,6,1750,10,Spirits,434,Luxco Inc
19066,Jim Beam,12,750,1,Whiskey,65,Jim Beam Brands
87510,1800 Silver,12,750,3,Tequila & Mezcal,395,Proximo
36978,Nikolai Vodka,6,1750,4,Vodka,421,Sazerac Company  Inc
59161,1800 Ultimate Peach Margarita Pet,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
38507,Western Son Original,12,750,4,Vodka,521,Jem Beverage Company / Western Son
69657,Dr Mcgillicuddys Mentholmint,12,1000,8,Schnapps,421,Sazerac Company  Inc
57150,Ch-Chi'S Peach Margarita,6,1750,9,Ready-to-Drink/Cocktails,421,Sazerac Company  Inc
992851,Sooh Plantation Barbados Rum Xo 20Th Anniversary,6,750,2,Rum,785,Maison Ferrand Usa
10792,Crown Royal Vanilla,12,1000,1,Whiskey,260,Diageo Americas
33665,Svedka Strawberry Lemonade,6,1750,4,Vodka,115,Constellation Brands Inc
38088,Platinum 7X Vodka,6,1750,4,Vodka,421,Sazerac Company  Inc
10627,Canadian Club Whisky,12,1000,1,Whiskey,65,Jim Beam Brands
54447,Paramount Apricot Brandy,12,1000,11,Brandy,434,Luxco Inc
82866,Dekuyper Watermelon Pucker,12,750,8,Schnapps,65,Jim Beam Brands
86506,Paramount Triple Sec,12,750,6,Liqueur,434,Luxco Inc
27417,Bird Dog Maple,6,750,1,Whiskey,492,Western Spirits Beverage
58872,Jose Cuervo Authentic Light Lime Margarita,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
88205,Hornitos Cristalino,12,750,3,Tequila & Mezcal,65,Jim Beam Brands
35947,Fleischmanns 80Prf Vodka,12,1000,4,Vodka,421,Sazerac Company  Inc
40053,Deep Eddy Lemon,12,750,4,Vodka,259,Heaven Hill Brands
23824,Five Star,24,375,1,Whiskey,297,Laird & Company
58908,Jose Cuervo Authentic Watermelon Margarita,6,200,9,Ready-to-Drink/Cocktails,395,Proximo
86886,Southern Comfort,12,750,1,Whiskey,421,Sazerac Company  Inc
65066,Goldschlager Cinnamon Schnapps,12,750,8,Schnapps,421,Sazerac Company  Inc
87937,Juarez Silver,12,1000,3,Tequila & Mezcal,434,Luxco Inc
80456,Ryans Cream Liqueur,12,750,6,Liqueur,421,Sazerac Company  Inc
64319,The Butterfly Cannon Rosa Flavored Tequila,6,750,3,Tequila & Mezcal,368,Park Street Imports
24457,Kessler Blend Whiskey,12,1000,1,Whiskey,65,Jim Beam Brands
36122,Deep Eddy 80Prf,12,750,4,Vodka,259,Heaven Hill Brands
20536,Kentucky Tavern Bourbon,12,750,1,Whiskey,421,Sazerac Company  Inc
34422,Grey Goose,6,1000,4,Vodka,35,Bacardi Usa Inc
88602,Solana Agave Blanco,6,750,3,Tequila & Mezcal,421,Sazerac Company  Inc
80826,Ice 101 Peppermint Schnapps,12,750,8,Schnapps,421,Sazerac Company  Inc
57129,Chi-Chi'S Mexican Mudslide,6,1750,9,Ready-to-Drink/Cocktails,421,Sazerac Company  Inc
34004,Absolut Swedish Vodka 80Prf,24,375,4,Vodka,370,Pernod Ricard Usa
36482,Svedka 80Prf,24,375,4,Vodka,115,Constellation Brands Inc
77955,"Smirnoff Red, White & Berry Mini",12,50,4,Vodka,260,Diageo Americas
55084,Paramount Blackberry Brandy,24,375,11,Brandy,434,Luxco Inc
902007,Sooh St Elizabeth Allspice Dram,12,750,10,Spirits,305,Mhw Ltd
42240,Blue Chair Bay White Rum,12,750,2,Rum,305,Mhw Ltd
43388,Castillo Silver Rum,6,1750,2,Rum,35,Bacardi Usa Inc
87725,Gran Coramino Reposado Cristalino,6,750,3,Tequila & Mezcal,395,Proximo
55066,Mr Boston Blackberry Brandy,12,750,11,Brandy,421,Sazerac Company  Inc
58840,Jose Cuervo Authentic Grapefruit Tangerine Margarita,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
66023,Naranja Orange Liqueur,12,750,6,Liqueur,342,Dv Spirits Llc
38225,Trust Me Vodka Organic,6,750,4,Vodka,888,"Trust Me Vodka, Inc."
33569,Svedka Peach,6,1750,4,Vodka,115,Constellation Brands Inc
31474,New Amsterdam Gin,24,375,7,Gin,205,E & J Gallo Winery
76413,Ole Smoky Butter Pecan Moonshine,6,750,10,Spirits,346,Ole Smoky Distillery Llc
80421,Pennsylvania Dutch Pumpkin Cream,12,750,5,Other,285,Charles Jacquin Et Cie
27928,Joseph Magnus Straight Bourbon,6,750,5,Other,755,Winesource International Inc.
34155,Belvedere Pure,6,750,4,Vodka,420,Moet Hennessy Usa
86796,Southern Host Whiskey Liqueur,12,750,1,Whiskey,259,Heaven Hill Brands
8827,Lauders,12,1000,1,Whiskey,421,Sazerac Company  Inc
37881,Seagrams Extra Smooth Vodka Mini,12,50,4,Vodka,255,Infinium Spirits
903690,Sooh Southern Comfort 100Prf Mini,10,50,1,Whiskey,421,Sazerac Company  Inc
80015,Blue Chair Bay Key Lime Rum Cream,12,750,6,Liqueur,305,Mhw Ltd
10790,Crown Royal Vanilla,24,375,1,Whiskey,260,Diageo Americas
76497,Kraken Gold Spiced Rum,12,750,2,Rum,395,Proximo
16050,Cedar Ridge Bottled In Bond Bourbon,6,750,1,Whiskey,125,Cedar Ridge Vineyards Ll
20247,Old Crow,12,1000,1,Whiskey,65,Jim Beam Brands
41705,Uv Red Cherry,12,1000,4,Vodka,380,Phillips Beverage
39449,Western Son Raspberry,12,750,4,Vodka,521,Jem Beverage Company / Western Son
5924,Glenlivet Caribbean Reserve,6,750,10,Spirits,370,Pernod Ricard Usa
86828,Ole Smoky Hunch Punch Moonshine Mini,8,50,10,Spirits,346,Ole Smoky Distillery Llc
24454,Kessler Blend Whiskey,24,375,1,Whiskey,65,Jim Beam Brands
52563,E & J Xo,12,750,11,Brandy,205,E & J Gallo Winery
21598,Ten High,6,1750,1,Whiskey,421,Sazerac Company  Inc
36976,Nikolai Vodka,12,750,4,Vodka,421,Sazerac Company  Inc
27116,Wild Turkey 101 Rye,12,750,1,Whiskey,619,Campari America
89583,Milagro Reposado,6,750,3,Tequila & Mezcal,240,William Grant & Sons Inc
64933,1800 Coconut,12,750,3,Tequila & Mezcal,395,Proximo
26710,Slipknot Iowa Whiskey No. 9,6,750,1,Whiskey,125,Cedar Ridge Vineyards Ll
69713,Dr Mcgillicuddys Peach Mini,12,50,8,Schnapps,421,Sazerac Company  Inc
27022,Bulleit 95 Rye,6,1750,1,Whiskey,260,Diageo Americas
15940,Tullamore Dew,12,750,1,Whiskey,240,William Grant & Sons Inc
1799,Captain Morgan Original Spiced Barrel,6,1750,2,Rum,260,Diageo Americas
86841,Ole Smoky Root Beer Whiskey,6,750,1,Whiskey,346,Ole Smoky Distillery Llc
88367,Cincoro Blanco Tequila,6,750,3,Tequila & Mezcal,368,Park Street Imports
76373,99 Pickle Mini,1,50,6,Liqueur,421,Sazerac Company  Inc
6117,Dewars French Smooth,6,750,5,Other,35,Bacardi Usa Inc
77730,Travis Hasse Cow Pie,6,750,6,Liqueur,305,Mhw Ltd
33466,Absolut Lime Mini,10,50,4,Vodka,370,Pernod Ricard Usa
101292,Laphroaig 10 Year W/ 2 Glasses,6,750,5,Other,65,Jim Beam Brands
39770,Uv Cake Mini,12,50,4,Vodka,380,Phillips Beverage
34076,Absolut Vanilia,12,750,4,Vodka,370,Pernod Ricard Usa
37938,Skol Vodka,6,1750,4,Vodka,421,Sazerac Company  Inc
75165,Ketel One Botanical Cucumber & Mint,12,750,4,Vodka,260,Diageo Americas
41989,Uv Cake,12,750,4,Vodka,380,Phillips Beverage
39753,Caliber Citrus Vodka,6,1750,4,Vodka,421,Sazerac Company  Inc
76032,Midnight Moon Original,6,750,10,Spirits,384,Piedmont Distillers Inc
21208,Rebel Ksbw,6,1750,1,Whiskey,434,Luxco Inc
52806,Korbel Brandy,12,750,11,Brandy,85,Brown Forman Corp.
41693,Uv Blue Raspberry,12,750,4,Vodka,380,Phillips Beverage
65257,Jagermeister Liqueur,12,1000,6,Liqueur,192,"Mast-Jagermeister Us, Inc"
84201,99 Pineapple,12,750,8,Schnapps,421,Sazerac Company  Inc
78214,Basil Hayden Red Wine Cask Finish,6,750,1,Whiskey,65,Jim Beam Brands
45887,Sailor Jerry Spiced Navy Rum,12,1000,2,Rum,240,William Grant & Sons Inc
63321,On The Rocks Cocktails Hornitos Margarita,12,375,9,Ready-to-Drink/Cocktails,65,Jim Beam Brands
26291,Revelton Honey Whiskey,6,750,1,Whiskey,654,Revelton Distilling Company
37630,Revelton Vodka,6,750,4,Vodka,654,Revelton Distilling Company
89164,Don Julio 1942,6,750,3,Tequila & Mezcal,260,Diageo Americas
28905,The Botanist Islay Dry Gin,6,750,7,Gin,389,Remy Cointreau Usa Inc
89230,1800 Anejo,6,750,3,Tequila & Mezcal,395,Proximo
86456,Black Velvet Apple,6,1750,1,Whiskey,259,Heaven Hill Brands
80485,Tippy Cow Chocolate,6,750,6,Liqueur,205,E & J Gallo Winery
39281,New Amsterdam Passion Fruit Flavored Vodka,24,200,4,Vodka,205,E & J Gallo Winery
4866,Dewars White Label Scotch,12,750,1,Whiskey,35,Bacardi Usa Inc
39322,Deep Eddy Lime Flavored Vodka,12,750,4,Vodka,259,Heaven Hill Brands
26606,George Dickel #8,12,750,1,Whiskey,260,Diageo Americas
76477,Mr Boston Melon,12,1000,8,Schnapps,421,Sazerac Company  Inc
75209,Kinky Pink,12,375,6,Liqueur,772,Intercontinental Packaging Company/Prestige Beverage Group
57179,Chi-Chi'S Ruby Red Margarita,6,1750,9,Ready-to-Drink/Cocktails,421,Sazerac Company  Inc
8208,House Of Stuart,6,1750,1,Whiskey,421,Sazerac Company  Inc
27802,Dr. Peach Whiskey,12,750,1,Whiskey,421,Sazerac Company  Inc
48101,Hennessy Vs Mini,10,50,11,Brandy,420,Moet Hennessy Usa
34162,Belvedere Pure,6,1000,4,Vodka,420,Moet Hennessy Usa
87063,Ole Smoky Peanut Butter Whiskey Mini,4,50,1,Whiskey,346,Ole Smoky Distillery Llc
27100,Sazerac Rye,6,750,1,Whiskey,421,Sazerac Company  Inc
25166,The Peacekeeper Bourbon,3,750,5,Other,100,Aiko Importers Inc
987360,Ha Clase Azul Plata,6,750,3,Tequila & Mezcal,472,"Tequilas Premium, Inc"
58876,Jose Cuervo Golden Margarita,12,750,9,Ready-to-Drink/Cocktails,395,Proximo
35926,Five O'Clock Vodka Pet,12,750,4,Vodka,297,Laird & Company
43799,Appleton Estate Signature Blend,6,1750,2,Rum,619,Campari America
66240,Rothman & Winter Creme De Violette,12,750,6,Liqueur,305,Mhw Ltd
5347,Johnnie Walker Red,12,1000,1,Whiskey,260,Diageo Americas
34425,Grey Goose,6,1750,4,Vodka,35,Bacardi Usa Inc
34820,Svedka 80Prf,12,750,4,Vodka,115,Constellation Brands Inc
5633,Lagavulin 8Yr,6,750,1,Whiskey,260,Diageo Americas
15187,Whistlepig 6Yr Piggyback Rye,6,750,1,Whiskey,214,Goamericago Beverages Llc / Whistlepig
100433,Suntory Toki W/Highball Glass,6,750,5,Other,65,Jim Beam Brands
27777,Dr. Honey Whiskey Mini,12,50,1,Whiskey,421,Sazerac Company  Inc
25086,Murray Hill Club A Bourbon Blend,6,750,5,Other,755,Winesource International Inc.
64601,Caravella Limoncello,6,750,6,Liqueur,421,Sazerac Company  Inc
27060,Michters Us*1 Kentucky Straight Single Barrel Rye,6,750,1,Whiskey,287,Chatham Imports Inc
40070,New Amsterdam Mango,24,375,4,Vodka,205,E & J Gallo Winery
67610,Luxardo Maraschino Cherry,12,750,6,Liqueur,391,Hotaling & Co
76409,Ole Smoky Sour Watermelon Moonshine,6,750,10,Spirits,346,Ole Smoky Distillery Llc
58925,Jose Cuervo Authentic Light Strawberry,6,1750,9,Ready-to-Drink/Cocktails,395,Proximo
87684,Codigo 1530 Mezcal Artesanal Joven,6,750,3,Tequila & Mezcal,368,Park Street Imports
941940,Sooh 360 Madagascar Vanilla,12,750,5,Other,300,Mccormick Distilling Co.
86602,Ballotin Chocolate Whiskey Caramel Turtle,6,750,1,Whiskey,454,Saloon Spirits Llc
39382,New Amsterdam Pink Whitney,24,375,4,Vodka,205,E & J Gallo Winery
77284,Rocket Fuel,12,750,10,Spirits,154,Dunkel Corporation / Iowa Distilling
26787,Green Frog Distillery Straight Corn Whiskey 100Prf,6,750,1,Whiskey,549,"Green Frog Distillery, Llc"
10626,Canadian Club Whisky,12,750,1,Whiskey,65,Jim Beam Brands
45245,Paramount Gold Rum Pet,12,750,2,Rum,434,Luxco Inc
65416,Jameson Cold Brew,6,750,1,Whiskey,370,Pernod Ricard Usa
42687,Malibu Black,12,750,2,Rum,370,Pernod Ricard Usa
40055,Deep Eddy Lemon,6,1750,4,Vodka,259,Heaven Hill Brands
86455,Black Velvet Apple,12,750,1,Whiskey,259,Heaven Hill Brands
87586,El Jimador Silver,12,750,3,Tequila & Mezcal,85,Brown Forman Corp.
76505,Ole Smoky Moonshine Pineapples,6,750,10,Spirits,346,Ole Smoky Distillery Llc
64356,Barenjager Honey Liqueur,6,750,6,Liqueur,338,"Marussia Beverages Usa, Inc / Niche Import"
82127,Arrow Peach Schnapps,12,1000,8,Schnapps,434,Luxco Inc
52835,Korbel Brandy Pet,6,1750,11,Brandy,85,Brown Forman Corp.
28465,Drumshanbo Gunpowder Gin,6,750,7,Gin,357,Palm Bay International
5247,Highland Park 12Yr Viking Honour,6,750,10,Spirits,266,Edrington Group Usa Llc
89346,"Corralejo 99,000 Horas Anejo",6,750,5,Other,255,Infinium Spirits
38102,Platinum 7X Vodka Mini,12,50,4,Vodka,421,Sazerac Company  Inc
16222,Jack Daniels Bonded 100Prf Dom,6,700,1,Whiskey,85,Brown Forman Corp.
88369,Teremana Reposado Tequila,12,375,3,Tequila & Mezcal,192,"Mast-Jagermeister Us, Inc"
77231,Sugarlands Maple Bacon Moonshine,6,750,10,Spirits,481,Sugarlands Distilling Company Llc
69945,Rumple Minze Peppermint Schnapps Liqueur,12,375,8,Schnapps,260,Diageo Americas
68128,Carolans Irish Cream,6,1750,6,Liqueur,259,Heaven Hill Brands
26172,Bird Dog Peach Mini,6,50,1,Whiskey,492,Western Spirits Beverage
30316,Gordons Gin London Dry,12,750,7,Gin,260,Diageo Americas
4825,Dalmore 12Yr,6,750,10,Spirits,205,E & J Gallo Winery
45275,Paramount White Rum Pet,12,750,2,Rum,434,Luxco Inc
986845,Sooh Ole Smoky Blackberry Moonshine Mini,8,50,10,Spirits,346,Ole Smoky Distillery Llc
78107,Sugarlands Appalachian Banana Pudding Sippin Cream,6,750,10,Spirits,481,Sugarlands Distilling Company Llc
33180,Revelton Mulberry Gin,6,750,7,Gin,654,Revelton Distilling Company
88841,Hornitos Black Barrel,12,750,3,Tequila & Mezcal,65,Jim Beam Brands
43038,Bacardi Gold,6,1750,2,Rum,35,Bacardi Usa Inc
37095,Butchers Block Vodka,12,750,4,Vodka,566,"Foundry Distilling Company, Llc"
36302,Hawkeye Vodka,48,200,4,Vodka,434,Luxco Inc
45248,Paramount Gold Rum,6,1750,2,Rum,434,Luxco Inc
11346,Seagrams Vo Canadian Whiskey,12,750,1,Whiskey,421,Sazerac Company  Inc
76487,Paramount Amaretto,12,1000,6,Liqueur,434,Luxco Inc
87769,Campo Bravo Plata Tequila Mini,6,50,3,Tequila & Mezcal,342,Dv Spirits Llc
69617,Dr Mcgillicuddys Butterscotch Mini,12,50,6,Liqueur,421,Sazerac Company  Inc
19009,Jeffersons Very Small Batch,6,750,1,Whiskey,370,Pernod Ricard Usa
78297,Skrewball Peanut Butter Whiskey Can,48,100,1,Whiskey,255,Infinium Spirits
16620,Jack Daniels 1938 Triple Mash 100Prf,6,700,1,Whiskey,85,Brown Forman Corp.
902115,Sooh Famous Grouse Scotch,6,1750,1,Whiskey,266,Edrington Group Usa Llc
36989,Blue Ox Vodka Pet,12,750,4,Vodka,777,"Blue Ox Spirits, Inc."
86600,Ballotin Chocolate Whiskey Bourbon Ball,6,750,1,Whiskey,454,Saloon Spirits Llc
76443,Oak & Eden Anthro Series - Forrie Smith,6,750,5,Other,642,"James Joseph Sanctified Spirits, Llc / Oak&Eden"
5036,Glenlivet 12Yr,12,750,10,Spirits,370,Pernod Ricard Usa
101512,Fireball Cinnamon Whiskey Party Yard Mini,1,50,5,Other,421,Sazerac Company  Inc
89136,Cabo Wabo Anejo,6,750,3,Tequila & Mezcal,619,Campari America
54057,Arrow Apricot Brandy,12,1000,11,Brandy,434,Luxco Inc
68011,Baileys Strawberries & Cream,12,750,6,Liqueur,260,Diageo Americas
81204,Paramount Peppermint Schnapps,24,375,8,Schnapps,434,Luxco Inc
89099,Cazadores Anejo,6,750,3,Tequila & Mezcal,35,Bacardi Usa Inc
73456,Dekuyper Luscious Razzmatazz,12,750,8,Schnapps,65,Jim Beam Brands
27048,Knob Creek Rye,6,750,1,Whiskey,65,Jim Beam Brands
66836,St Germain,6,750,6,Liqueur,35,Bacardi Usa Inc
4936,Famous Grouse Scotch,12,750,1,Whiskey,266,Edrington Group Usa Llc
28893,Bombay Bramble,6,750,7,Gin,35,Bacardi Usa Inc
80371,Ole Smoky Mountain Java Moonshine Mini,8,50,10,Spirits,346,Ole Smoky Distillery Llc
82636,Dekuyper Grape Pucker,12,750,8,Schnapps,65,Jim Beam Brands
40656,360 Huckleberry,12,750,4,Vodka,300,Mccormick Distilling Co.
82626,Dekuyper Cherry Pucker,12,750,8,Schnapps,65,Jim Beam Brands
68611,Mccormick Irish Cream,12,750,6,Liqueur,300,Mccormick Distilling Co.
89519,Espolon Anejo,6,750,3,Tequila & Mezcal,619,Campari America
65047,Dorda Sea Salt Caramel Liqueur,6,750,6,Liqueur,305,Mhw Ltd
10890,Forty Creek,12,750,1,Whiskey,619,Campari America
28137,Widow Jane 10Yr Bourbon Whiskey,6,750,1,Whiskey,368,Park Street Imports
26828,Jack Daniels Old #7 Black Label,6,1750,1,Whiskey,85,Brown Forman Corp.
5326,Johnnie Walker Black,12,750,1,Whiskey,260,Diageo Americas
55068,Mr Boston Blackberry Brandy,6,1750,11,Brandy,421,Sazerac Company  Inc
38581,Wisconsin Club Vodka,6,1750,4,Vodka,209,Minhas Micro Distillery
89443,Exotico Reposado,12,750,3,Tequila & Mezcal,434,Luxco Inc
72448,Tooters Blu-Dacious Kamikazi Mini,12,375,9,Ready-to-Drink/Cocktails,308,Mango Bottling
47785,Courvoisier Vs Cognac,12,375,11,Brandy,65,Jim Beam Brands
65787,Maraska Nocelino,6,750,6,Liqueur,557,"Worldwide Libations, Llc"
80578,Arrow Peppermint Schnapps,6,1750,8,Schnapps,434,Luxco Inc
78293,Smirnoff Peach Lemonade,12,750,4,Vodka,260,Diageo Americas
21186,Rabbit Hole Heigold Rye Bourbon,6,750,1,Whiskey,370,Pernod Ricard Usa
41707,Phillips Lime Vodka,12,1000,4,Vodka,380,Phillips Beverage
78866,Paramount Creme De Cacao White,12,750,6,Liqueur,434,Luxco Inc
12478,Canadian Mist Whisky Pet,6,1750,1,Whiskey,421,Sazerac Company  Inc
43051,Bacardi Dragon Berry,12,750,2,Rum,35,Bacardi Usa Inc
4090,Ardbeg Corryvreckan,6,750,10,Spirits,420,Moet Hennessy Usa
85526,Dekuyper Blue Curacao,12,750,6,Liqueur,65,Jim Beam Brands
28675,Mcqueen And The Violet Fog,6,750,7,Gin,482,"Sovereign Brands, Llc"
84242,99 Pink Lemonade Mini,10,50,6,Liqueur,421,Sazerac Company  Inc
39420,New Amsterdam Watermelon,12,750,4,Vodka,205,E & J Gallo Winery
77903,Smirnoff Peppermint Twist,12,750,5,Other,260,Diageo Americas
76407,Ole Smoky Sour Apple Moonshine,6,750,10,Spirits,346,Ole Smoky Distillery Llc
69618,Dr Mcgillicuddys Butterscotch,12,750,6,Liqueur,421,Sazerac Company  Inc
67266,Yukon Jack,12,750,1,Whiskey,421,Sazerac Company  Inc
27433,Bird Dog Peach,6,750,1,Whiskey,492,Western Spirits Beverage
26781,Templeton Rye Rare Cask Strength,6,750,1,Whiskey,255,Infinium Spirits
27697,Bird Dog Apple,6,750,1,Whiskey,492,Western Spirits Beverage
89221,Del Maguey Mezcal Vida,6,750,3,Tequila & Mezcal,370,Pernod Ricard Usa
27560,Stranahans Colorado Whiskey,6,750,1,Whiskey,395,Proximo
54446,Paramount Apricot Brandy,12,750,11,Brandy,434,Luxco Inc
40599,New Amsterdam Red Berry,12,750,4,Vodka,205,E & J Gallo Winery
82627,Dekuyper Cherry Pucker,12,1000,8,Schnapps,65,Jim Beam Brands
27615,White Dog Mash #1,12,375,1,Whiskey,421,Sazerac Company  Inc
5753,Johnnie Walker Blue Mini,12,50,1,Whiskey,260,Diageo Americas
67866,Amarula Cream Liqueur,12,750,6,Liqueur,363,Paterno Imports Ltd / Terlato Wines International
89916,Tortilla Gold,12,750,3,Tequila & Mezcal,421,Sazerac Company  Inc
86771,Ole Smoky White Lightnin,6,750,10,Spirits,346,Ole Smoky Distillery Llc
33467,Absolut Lime,12,750,4,Vodka,370,Pernod Ricard Usa
39419,New Amsterdam Watermelon,24,375,4,Vodka,205,E & J Gallo Winery
76414,Ole Smoky Pickles Moonshine,6,750,10,Spirits,346,Ole Smoky Distillery Llc
64000,Absente,12,750,6,Liqueur,305,Mhw Ltd
34457,Ketel One,12,1000,4,Vodka,260,Diageo Americas
50676,St Remy Xo,12,750,11,Brandy,389,Remy Cointreau Usa Inc
